movie_id|title
13697.0|Grand Canyon (1991)
227.0|Outsiders, The (1983)
87.0|Indiana Jones and the Temple of Doom (1984)
123.0|Lord of the Rings, The (1978)
9314.0|1984 (Nineteen Eighty-Four) (1984)
11336.0|Dead Zone, The (1983)
9980.0|Maximum Overdrive (1986)
10657.0|Needful Things (1993)
10489.0|Cujo (1983)
10823.0|Children of the Corn (1984)
11497.0|All Dogs Go to Heaven (1989)
2907.0|Addams Family, The (1991)
9454.0|Ever After: A Cinderella Story (1998)
8688.0|Snake Eyes (1998)
23954.0|Atlantic City (1980)
12761.0|Autumn Sonata (Höstsonaten) (1978)
396.0|Who's Afraid of Virginia Woolf? (1966)
14367.0|Adventures in Babysitting (1987)
11814.0|Weird Science (1985)
16081.0|Doctor Dolittle (1967)
18331.0|Nutty Professor, The (1963)
15171.0|Charlotte's Web (1973)
11837.0|Watership Down (1978)
11704.0|Secret of NIMH, The (1982)
11639.0|Dark Crystal, The (1982)
4978.0|American Tail, An (1986)
10380.0|American Tail: Fievel Goes West, An (1991)
11976.0|Legend (1985)
15144.0|Sixteen Candles (1984)
11522.0|Pretty in Pink (1986)
11557.0|St. Elmo's Fire (1985)
13853.0|Clan of the Cave Bear, The (1986)
11415.0|House (1986)
37530.0|House II: The Second Story (1987)
8393.0|Gods Must Be Crazy, The (1980)
11937.0|Gods Must Be Crazy II, The (1989)
21661.0|Air Bud: Golden Receiver (1998)
9320.0|Avengers, The (1998)
33644.0|How Stella Got Her Groove Back (1998)
14662.0|Slums of Beverly Hills, The (1998)
125124.0|Best Man, The (Testimone dello sposo, Il) (1998)
10692.0|Henry: Portrait of a Serial Killer (1986)
805.0|Rosemary's Baby (1968)
34584.0|NeverEnding Story, The (1984)
34636.0|NeverEnding Story II: The Next Chapter, The (1990)
2182.0|Attack of the Killer Tomatoes! (1978)
28070.0|Surf Nazis Must Die (1987)
77469.0|Your Friends and Neighbors (1998)
10278.0|Return to Paradise (1998)
36647.0|Blade (1998)
14557.0|Dead Man on Campus (1998)
9417.0|Wrongfully Accused (1998)
41469.0|Next Stop Wonderland (1998)
19381.0|Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)
4011.0|Beetlejuice (1988)
161795.0|Déjà Vu (1997)
1580.0|Rope (1948)
5854.0|Family Plot (1976)
573.0|Frenzy (1972)
2370.0|Topaz (1969)
5780.0|Torn Curtain (1966)
506.0|Marnie (1964)
22527.0|Wrong Man, The (1956)
574.0|Man Who Knew Too Much, The (1956)
11219.0|Trouble with Harry, The (1955)
30159.0|I Confess (1953)
845.0|Strangers on a Train (1951)
1978.0|Stage Fright (1950)
3682.0|54 (1998)
46702.0|Why Do Fools Fall In Love? (1998)
847.0|Willow (1988)
117.0|Untouchables, The (1987)
14577.0|Dirty Work (1998)
37498.0|Knock Off (1998)
31667.0|Paradine Case, The (1947)
13321.0|Lifeboat (1944)
21734.0|Shadow of a Doubt (1943)
31997.0|Saboteur (1942)
24197.0|Mr. & Mrs. Smith (1941)
11462.0|Suspicion (1941)
31995.0|Jamaica Inn (1939)
940.0|Lady Vanishes, The (1938)
12684.0|Sabotage (1936)
2761.0|Secret Agent (1936)
8208.0|Man Who Knew Too Much, The (1934)
36056.0|Ring, The (1927)
2760.0|Lodger: A Story of the London Fog, The (1927)
10220.0|Rounders (1998)
431.0|Cube (1997)
22796.0|Simon Birch (1998)
37916.0|Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
21873.0|My Bodyguard (1980)
21500.0|Class (1983)
12626.0|Broadcast News (1987)
37818.0|Allnighter, The (1987)
3525.0|Working Girl (1988)
2321.0|Married to the Mob (1988)
2028.0|Say Anything... (1989)
16384.0|My Blue Heaven (1990)
10699.0|Hero (1992)
11597.0|Toys (1992)
47947.0|Young Doctors in Love (1982)
48311.0|Parasite (1982)
44772.0|No Small Affair (1984)
14347.0|Blame It on Rio (1984)
41090.0|Wisdom (1986)
18282.0|One Crazy Summer (1986)
18169.0|About Last Night... (1986)
11082.0|Seventh Sign, The (1988)
5971.0|We're No Angels (1989)
11933.0|Nothing But Trouble (1991)
20096.0|Butcher's Wife, The (1991)
30815.0|Mortal Thoughts (1991)
881.0|Few Good Men, A (1992)
4478.0|Indecent Proposal (1993)
22318.0|Permanent Midnight (1998)
53113.0|One True Thing (1998)
2109.0|Rush Hour (1998)
24746.0|Six-String Samurai (1998)
8195.0|Ronin (1998)
9877.0|Urban Legend (1998)
26618.0|Clay Pigeons (1998)
21132.0|Monument Ave. (1998)
11855.0|Pecker (1998)
24016.0|Sheltering Sky, The (1990)
3486.0|Fiendish Plot of Dr. Fu Manchu, The (1980)
11071.0|Them! (1954)
1091.0|Thing, The (1982)
10403.0|Player, The (1992)
11337.0|Stardust Memories (1980)
162.0|Edward Scissorhands (1990)
25723.0|Overnight Delivery (1998)
8916.0|Antz (1998)
28134.0|Impostors, The (1998)
9429.0|Night at the Roxbury, A (1998)
12159.0|What Dreams May Come (1998)
27791.0|Strangeland (1998)
30197.0|Producers, The (1968)
10156.0|History of the World: Part I (1981)
10377.0|My Cousin Vinny (1992)
3121.0|Nashville (1975)
4975.0|Love Is the Devil (1998)
9713.0|Holy Man (1998)
134368.0|One Tough Cop (1998)
9821.0|Mighty, The (1998)
4437.0|2010: The Year We Make Contact (1984)
1890.0|Children of a Lesser God (1986)
1955.0|Elephant Man, The (1980)
39437.0|Beloved (1998)
11932.0|Bride of Chucky (Child's Play 4) (1998)
6435.0|Practical Magic (1998)
10683.0|Happiness (1998)
9445.0|Apt Pupil (1998)
2657.0|Pleasantville (1998)
9425.0|Soldier (1998)
32326.0|Cruise, The (1998)
637.0|Life Is Beautiful (La Vita è bella) (1997)
8675.0|Orgazmo (1997)
20701.0|Tales from the Darkside: The Movie (1990)
9945.0|Vampires (1998)
73.0|American History X (1998)
18603.0|Hands on a Hard Body (1996)
46889.0|Living Out Loud (1998)
12888.0|Belly (1998)
3033.0|Gods and Monsters (1998)
9882.0|Siege, The (1998)
10663.0|Waterboy, The (1998)
4518.0|Elizabeth (1998)
1808.0|Velvet Goldmine (1998)
3600.0|I Still Know What You Did Last Summer (1998)
17037.0|I'll Be Home For Christmas (1998)
297.0|Meet Joe Black (1998)
21589.0|Hard Core Logo (1996)
11893.0|Runaway Train (1985)
12223.0|Stepford Wives, The (1975)
32081.0|Pope of Greenwich Village, The (1984)
14924.0|Sid and Nancy (1986)
10002.0|Mona Lisa (1986)
41817.0|Heart Condition (1990)
19426.0|Nights of Cabiria (Notti di Cabiria, Le) (1957)
12560.0|Big Chill, The (1983)
9798.0|Enemy of the State (1998)
14444.0|Rugrats Movie, The (1998)
9487.0|Bug's Life, A (1998)
9466.0|Celebrity (1998)
666.0|Central Station (Central do Brasil) (1998)
2042.0|Savior (1998)
10162.0|Waking Ned Devine (a.k.a. Waking Ned) (1998)
309.0|Celebration, The (Festen) (1998)
692.0|Pink Flamingos (1972)
24018.0|Glen or Glenda (1953)
1678.0|Godzilla (Gojira) (1954)
39256.0|Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)
1680.0|King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
244.0|King Kong (1933)
10730.0|King Kong (1976)
31947.0|King Kong Lives (1986)
8130.0|Desperately Seeking Susan (1985)
11532.0|Emerald Forest, The (1985)
9749.0|Fletch (1985)
14628.0|Fletch Lives (1989)
9626.0|Red Sonja (1985)
13698.0|Gung Ho (1986)
10466.0|Money Pit, The (1986)
707.0|View to a Kill, A (1985)
11954.0|Lifeforce (1985)
9336.0|Police Academy (1984)
10157.0|Police Academy 2: Their First Assignment (1985)
12118.0|Police Academy 3: Back in Training (1986)
10587.0|Police Academy 4: Citizens on Patrol (1987)
11825.0|Police Academy 5: Assignment: Miami Beach (1988)
11895.0|Police Academy 6: City Under Siege (1989)
9447.0|Babe: Pig in the City (1998)
12257.0|Home Fries (1998)
10029.0|Very Bad Things (1998)
27104.0|Steam: The Turkish Bath (Hamam) (1997)
11252.0|Psycho (1998)
8545.0|Little Voice (1998)
10223.0|Simple Plan, A (1998)
9745.0|Jack Frost (1998)
200.0|Star Trek: Insurrection (1998)
9837.0|Prince of Egypt, The (1998)
11545.0|Rushmore (1998)
1934.0|Shakespeare in Love (1998)
11881.0|Miracle on 34th Street (1947)
13764.0|Santa Claus: The Movie (1985)
24951.0|Prancer (1989)
8879.0|Pale Rider (1985)
1369.0|Rambo: First Blood Part II (1985)
1368.0|First Blood (Rambo: First Blood) (1982)
1370.0|Rambo III (1988)
10303.0|Jewel of the Nile, The (1985)
9326.0|Romancing the Stone (1984)
10328.0|Cocoon (1985)
11285.0|Cocoon: The Return (1988)
1367.0|Rocky II (1979)
1371.0|Rocky III (1982)
1374.0|Rocky IV (1985)
1375.0|Rocky V (1990)
15196.0|Clue (1985)
11904.0|Young Sherlock Holmes (1985)
215875.0|Violets Are Blue... (1986)
15596.0|Back to School (1986)
13818.0|Heartburn (1986)
29968.0|Nothing in Common (1986)
44326.0|Extremities (1986)
1885.0|Karate Kid, The (1984)
8856.0|Karate Kid, Part II, The (1986)
10495.0|Karate Kid, Part III, The (1989)
5825.0|Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
9489.0|You've Got Mail (1998)
16885.0|General, The (1998)
8741.0|Thin Red Line, The (1998)
9276.0|Faculty, The (1998)
9822.0|Mighty Joe Young (1998)
39314.0|Mighty Joe Young (1949)
10312.0|Patch Adams (1998)
9441.0|Stepmom (1998)
9422.0|Civil Action, A (1998)
24525.0|Hurlyburly (1998)
10368.0|Tea with Mussolini (1999)
31662.0|Affliction (1997)
46992.0|Hilary and Jackie (1998)
825.0|Playing by Heart (1998)
15556.0|At First Sight (1999)
28902.0|In Dreams (1999)
14709.0|Varsity Blues (1999)
9423.0|Virus (1999)
10658.0|Howard the Duck (1986)
6917.0|Gate, The (1987)
24086.0|Boy Who Could Fly, The (1986)
11815.0|Fly, The (1958)
9426.0|Fly, The (1986)
10344.0|Fly II, The (1989)
15698.0|Running Scared (1986)
2620.0|Armed and Dangerous (1986)
30497.0|Texas Chainsaw Massacre, The (1974)
16337.0|Texas Chainsaw Massacre 2, The (1986)
16780.0|Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
12151.0|Ruthless People (1986)
33278.0|Deadly Friend (1986)
192.0|Name of the Rose, The (Name der Rose, Der) (1986)
10945.0|Jumpin' Jack Flash (1986)
10013.0|Peggy Sue Got Married (1986)
9671.0|Crocodile Dundee (1986)
9396.0|Crocodile Dundee II (1988)
11038.0|Tough Guys (1986)
12278.0|Soul Man (1986)
11873.0|Color of Money, The (1986)
18588.0|52 Pick-Up (1986)
10015.0|Heartbreak Ridge (1986)
12715.0|Firewalker (1986)
8388.0|¡Three Amigos! (1986)
8129.0|My Name Is Joe (1998)
1618.0|Still Crazy (1998)
10722.0|Day of the Beast, The (Día de la Bestia, El) (1995)
10314.0|She's All That (1999)
11167.0|Peeping Tom (1960)
2112.0|Payback (1999)
16172.0|Simply Irresistible (1999)
111794.0|20 Dates (1998)
9524.0|Harmonists, The (1997)
20595.0|Last Days, The (1998)
16306.0|Fantastic Planet, The (Planète sauvage, La) (1973)
11622.0|Blast from the Past (1999)
10207.0|Message in a Bottle (1999)
9849.0|My Favorite Martian (1999)
18892.0|Jawbreaker (1999)
13466.0|October Sky (1999)
1542.0|Office Space (1999)
43978.0|Apple, The (Sib) (1998)
15256.0|200 Cigarettes (1999)
8224.0|8MM (1999)
18417.0|Other Sister, The (1999)
1847.0|Long Goodbye, The (1973)
42113.0|Ballad of Narayama, The (Narayama bushiko) (1983)
8913.0|Pet Sematary (1989)
10906.0|Pet Sematary II (1992)
25748.0|Children of the Corn II: The Final Sacrifice (1993)
25749.0|Children of the Corn III (1994)
8769.0|Christine (1983)
14742.0|Night Shift (1982)
10671.0|Airport (1970)
27932.0|Airport 1975 (1974)
7227.0|Airport '77 (1977)
10670.0|Rollercoaster (1977)
5919.0|Towering Inferno, The (1974)
33518.0|Alligator (1980)
40160.0|Meteor (1979)
2362.0|Westworld (1973)
10803.0|Logan's Run (1976)
871.0|Planet of the Apes (1968)
1685.0|Beneath the Planet of the Apes (1970)
1705.0|Battle for the Planet of the Apes (1973)
1688.0|Conquest of the Planet of the Apes (1972)
1687.0|Escape from the Planet of the Apes (1971)
166680.0|Avalanche (1978)
11123.0|Earthquake (1974)
31638.0|Beyond the Poseidon Adventure (1979)
113286.0|Dancemaker (1998)
9535.0|Analyze This (1999)
9455.0|Corruptor, The (1999)
796.0|Cruel Intentions (1999)
100.0|Lock, Stock & Two Smoking Barrels (1998)
77936.0|School of Flesh, The (École de la chair, L') (1998)
30943.0|Deep End of the Ocean, The (1999)
7341.0|Rage: Carrie 2, The (1999)
10350.0|Wing Commander (1999)
11772.0|Haunting, The (1963)
9540.0|Dead Ringers (1988)
31503.0|My Boyfriend's Back (1993)
11773.0|Village of the Damned (1960)
30202.0|Children of the Damned (1963)
22345.0|Baby Geniuses (1999)
1567.0|I Stand Alone (Seul contre tous) (1998)
1641.0|Forces of Nature (1999)
47288.0|King and I, The (1999)
10212.0|Ravenous (1999)
10354.0|True Crime (1999)
8583.0|Dangerous Beauty (1998)
16520.0|King and I, The (1956)
16508.0|Doug's 1st Movie (1999)
11374.0|EDtv (1999)
16379.0|Mod Squad, The (1999)
28029.0|Walk on the Moon, A (1999)
603.0|Matrix, The (1999)
4951.0|10 Things I Hate About You (1999)
65749.0|Tango (1998)
8970.0|Out-of-Towners, The (1999)
9840.0|Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)
30950.0|Metroland (1997)
11660.0|Following (1998)
9430.0|Go (1999)
11355.0|Never Been Kissed (1999)
18764.0|Twin Dragons (Shuang long hui) (1992)
9465.0|Cookie's Fortune (1999)
1414.0|Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)
49981.0|Goodbye Lover (1999)
6522.0|Life (1999)
114719.0|Friends & Lovers (1999)
10209.0|Hideous Kinky (1998)
22826.0|Monster, The (Mostro, Il) (1994)
1902.0|Open Your Eyes (Abre los ojos) (1997)
6396.0|SLC Punk! (1998)
39964.0|Lost & Found (1999)
12596.0|Pushing Tin (1999)
9451.0|Election (1999)
1946.0|eXistenZ (1999)
1844.0|Entrapment (1999)
6552.0|Idle Hands (1999)
24584.0|Get Real (1998)
25471.0|King of Masks, The (Bian Lian) (1996)
28519.0|Winslow Boy, The (1999)
3309.0|Mildred Pierce (1945)
18462.0|Night of the Comet (1984)
28941.0|Chopping Mall (a.k.a. Killbots) (1986)
18252.0|My Science Project (1985)
8592.0|Dick Tracy (1990)
564.0|Mummy, The (1999)
13852.0|Castle, The (1997)
25232.0|This Is My Father (1998)
10210.0|William Shakespeare's A Midsummer Night's Dream (1999)
53862.0|Trippin' (1999)
17962.0|After Life (Wandafuru raifu) (1998)
9460.0|Black Mask (Hak hap) (1996)
1893.0|Star Wars: Episode I - The Phantom Menace (1999)
31342.0|Love Letter, The (1999)
44297.0|Besieged (a.k.a. L' Assedio) (1998)
8785.0|Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)
15849.0|Mummy, The (1932)
18990.0|Mummy, The (1959)
15660.0|Mommie Dearest (1981)
1924.0|Superman (1978)
8536.0|Superman II (1980)
9531.0|Superman III (1983)
11411.0|Superman IV: The Quest for Peace (1987)
138.0|Dracula (1931)
3035.0|Frankenstein (1931)
3076.0|Frankenstein Meets the Wolf Man (1943)
3079.0|Curse of Frankenstein, The (1957)
13666.0|Wolf Man, The (1941)
29794.0|Howling II: Your Sister Is a Werewolf (1985)
9077.0|Tarantula (1955)
36685.0|Rocky Horror Picture Show, The (1975)
30168.0|It Came from Hollywood (1982)
10785.0|Thing from Another World, The (1951)
19483.0|It Came from Outer Space (1953)
8974.0|War of the Worlds, The (1953)
11549.0|Invasion of the Body Snatchers (1956)
18158.0|Earth vs. the Flying Saucers (1956)
17918.0|Swamp Thing (1982)
37305.0|Pork Chop Hill (1959)
18784.0|Run Silent Run Deep (1958)
509.0|Notting Hill (1999)
1090.0|Thirteenth Floor, The (1999)
15059.0|Loss of Sexual Innocence, The (1999)
12117.0|Instinct (1999)
11779.0|Buena Vista Social Club (1999)
13533.0|Free Enterprise (1998)
62676.0|Limbo (1999)
817.0|Austin Powers: The Spy Who Shagged Me (1999)
14283.0|Red Violin, The (Violon rouge, Le) (1998)
37135.0|Tarzan (1999)
2275.0|General's Daughter, The (1999)
24137.0|Ideal Husband, An (1999)
10376.0|Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)
104.0|Run Lola Run (Lola rennt) (1998)
15800.0|Trekkies (1997)
9032.0|Big Daddy (1999)
13821.0|Boys, The (1998)
9421.0|Dinner Game, The (Dîner de cons, Le) (1998)
55955.0|My Son the Fanatic (1997)
67067.0|Zone 39 (1997)
6488.0|Arachnophobia (1990)
9473.0|South Park: Bigger, Longer and Uncut (1999)
8487.0|Wild Wild West (1999)
10279.0|Summer of Sam (1999)
2105.0|American Pie (1999)
1073.0|Arlington Road (1999)
10239.0|Autumn Tale, An (Conte d'automne) (1998)
10208.0|Muppets From Space (1999)
2667.0|Blair Witch Project, The (1999)
345.0|Eyes Wide Shut (1999)
9825.0|Lake Placid (1999)
620.0|Ghostbusters (a.k.a. Ghost Busters) (1984)
2978.0|Ghostbusters II (1989)
10490.0|Drop Dead Gorgeous (1999)
11618.0|Haunting, The (1999)
332.0|Inspector Gadget (1999)
8914.0|Deep Blue Sea (1999)
9824.0|Mystery Men (1999)
4806.0|Runaway Bride (1999)
33430.0|Twin Falls Idaho (1999)
247.0|Killing, The (1956)
10056.0|Killer's Kiss (1955)
967.0|Spartacus (1960)
802.0|Lolita (1962)
3175.0|Barry Lyndon (1975)
147.0|400 Blows, The (Les quatre cents coups) (1959)
1628.0|Jules and Jim (Jules et Jim) (1961)
21185.0|Vibes (1988)
11120.0|Mosquito Coast, The (1986)
10136.0|Golden Child, The (1986)
32060.0|Brighton Beach Memoirs (1986)
48686.0|Assassination (1987)
48259.0|Crimes of the Heart (1986)
873.0|Color Purple, The (1985)
48660.0|Kindred, The (1986)
26789.0|No Mercy (1986)
3934.0|Ménage (Tenue de soirée) (1986)
108312.0|Native Son (1986)
198469.0|Otello (1986)
11416.0|Mission, The (1986)
10776.0|Little Shop of Horrors (1986)
24452.0|Little Shop of Horrors, The (1960)
9710.0|Allan Quatermain and the Lost City of Gold (1987)
31924.0|Morning After, The (1986)
30890.0|Radio Days (1987)
24081.0|From the Hip (1987)
20242.0|Outrageous Fortune (1987)
66194.0|Deadtime Stories (1987)
3526.0|Frances (1982)
16406.0|Dick (1999)
10386.0|Iron Giant, The (1999)
745.0|Sixth Sense, The (1999)
913.0|Thomas Crown Affair, The (1999)
912.0|Thomas Crown Affair, The (1968)
12229.0|Acid House, The (1998)
67323.0|Adventures of Sebastian Cole, The (1998)
19457.0|Yards, The (2000)
11353.0|Bowfinger (1999)
17707.0|Brokedown Palace (1999)
9781.0|Detroit Rock City (1999)
18212.0|Better Than Chocolate (1999)
13817.0|Head On (1998)
12185.0|Heaven Can Wait (1978)
28501.0|Pit and the Pendulum (1961)
25319.0|Masque of the Red Death, The (1964)
24103.0|Haunted Honeymoon (1986)
10552.0|Cat's Eye (1985)
9267.0|Monty Python's And Now for Something Completely Different (1971)
10766.0|Damien: Omen II (1978)
10768.0|Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)
813.0|Airplane! (1980)
2665.0|Airplane II: The Sequel (1982)
9406.0|American Werewolf in Paris, An (1997)
11418.0|European Vacation (aka National Lampoon's European Vacation) (1985)
11153.0|National Lampoon's Vacation (1983)
14170.0|Funny Farm (1988)
2280.0|Big (1988)
11077.0|Problem Child (1990)
28597.0|Problem Child 2 (1991)
22611.0|Little Nemo: Adventures in Slumberland (1992)
39780.0|Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
10396.0|Tequila Sunrise (1988)
9944.0|Pelican Brief, The (1993)
850.0|Christmas Story, A (1983)
10154.0|Mickey Blue Eyes (1999)
10342.0|Teaching Mrs. Tingle (1999)
10366.0|Universal Soldier: The Return (1999)
9349.0|Universal Soldier (1992)
10494.0|Perfect Blue (1997)
22314.0|In Too Deep (1999)
51679.0|Source, The (1999)
11037.0|Iron Eagle (1986)
11955.0|Iron Eagle II (1988)
2038.0|Aces: Iron Eagle III (1992)
28737.0|Iron Eagle IV (1995)
11963.0|Three Days of the Condor (3 Days of the Condor) (1975)
141489.0|Hamlet (1964)
9096.0|Medicine Man (1992)
113273.0|On the Ropes (1999)
1911.0|13th Warrior, The (1999)
2900.0|Astronaut's Wife, The (1999)
17709.0|Dudley Do-Right (1999)
37718.0|Muse, The (1999)
2162.0|Chill Factor (1999)
14578.0|Outside Providence (1999)
40694.0|Bedrooms & Hallways (1998)
49184.0|West Beirut (West Beyrouth) (1998)
10307.0|Stigmata (1999)
11601.0|Stir of Echoes (1999)
1075.0|Black Cat, White Cat (Crna macka, beli macor) (1998)
21719.0|Minus Man, The (1999)
47951.0|Adventures of Milo and Otis, The (Koneko monogatari) (1986)
43832.0|Only Angels Have Wings (1939)
47697.0|Othello (Tragedy of Othello: The Moor of Venice, The) (1952)
26522.0|Soldier's Story, A (1984)
28295.0|I Saw What You Did (1965)
12105.0|Yellow Submarine (1968)
14.0|American Beauty (1999)
24128.0|Stop Making Sense (1984)
11001.0|Blue Streak (1999)
10390.0|For Love of the Game (1999)
9453.0|Caligula (1979)
704.0|Hard Day's Night, A (1964)
142132.0|Sugar Town (1999)
24153.0|Buddy Holly Story, The (1978)
11797.0|Fright Night (1985)
18086.0|Fright Night Part II (1988)
17887.0|Barefoot in the Park (1967)
10669.0|Deliverance (1972)
11527.0|Excalibur (1981)
40867.0|Pajama Game, The (1957)
1049.0|Sommersby (1993)
28032.0|Thumbelina (1994)
11326.0|Tommy (1975)
28377.0|Hell Night (1981)
10975.0|Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
10974.0|Armour of God (Long xiong hu di) (1987)
10398.0|Double Jeopardy (1999)
2290.0|Jakob the Liar (1999)
24071.0|Mumford (1999)
62994.0|Dog Park (1998)
60994.0|Guinevere (1999)
16112.0|Adventures of Elmo in Grouchland, The (1999)
32305.0|Simon Sez (1999)
14429.0|Drive Me Crazy (1999)
15198.0|Mystery, Alaska (1999)
6415.0|Three Kings (1999)
24066.0|Happy, Texas (1999)
21430.0|New Rose Hotel (1998)
10381.0|Plunkett & MaCleane (1999)
171982.0|Romance (1999)
60285.0|Alvarez Kelly (1966)
5622.0|And the Ship Sails On (E la nave va) (1983)
10349.0|Dark Half, The (1993)
42518.0|Gulliver's Travels (1939)
29787.0|Monkey Shines (1988)
9638.0|Phantasm (1979)
10576.0|Psycho II (1983)
12662.0|Psycho III (1986)
11712.0|Sanjuro (Tsubaki Sanjûrô) (1962)
12618.0|Random Hearts (1999)
13824.0|Superstar (1999)
226.0|Boys Don't Cry (1999)
10388.0|Limey, The (1999)
9346.0|Risky Business (1983)
861.0|Total Recall (1990)
14412.0|Body Heat (1981)
9377.0|Ferris Bueller's Day Off (1986)
11541.0|Year of Living Dangerously, The (1982)
11901.0|High Plains Drifter (1973)
4929.0|Hang 'Em High (1968)
11230.0|Drunken Master (Jui kuen) (1978)
8416.0|Conformist, The (Conformista, Il) (1970)
11054.0|Hairspray (1988)
851.0|Brief Encounter (1946)
24453.0|Razor's Edge, The (1984)
18254.0|Reds (1981)
56235.0|Return with Honor (1998)
20123.0|Time of the Gypsies (Dom za vesanje) (1989)
16642.0|Days of Heaven (1978)
3086.0|Lady Eve, The (1941)
16305.0|Sullivan's Travels (1941)
32255.0|Palm Beach Story, The (1942)
19997.0|Niagara (1953)
3767.0|Gilda (1946)
17352.0|South Pacific (1958)
535.0|Flashdance (1983)
2731.0|Indochine (1992)
1654.0|Dirty Dozen, The (1967)
14831.0|Help! (1965)
658.0|Goldfinger (1964)
657.0|From Russia with Love (1963)
646.0|Dr. No (1962)
5689.0|Blue Lagoon, The (1980)
391.0|Fistful of Dollars, A (Per un pugno di dollari) (1964)
8052.0|Sydney (Hard Eight) (1996)
772.0|Home Alone 2: Lost in New York (1992)
31650.0|Someone to Watch Over Me (1987)
550.0|Fight Club (1999)
12220.0|Story of Us, The (1999)
1610.0|Fever Pitch (1997)
42881.0|Julien Donkey-Boy (1999)
29064.0|Omega Code, The (1999)
404.0|Straight Story, The (1999)
42196.0|Bad Seed, The (1956)
36819.0|Time Bandits (1981)
42726.0|Man and a Woman, A (Un homme et une femme) (1966)
9343.0|Fitzcarraldo (1982)
16858.0|All That Jazz (1979)
42006.0|Red Sorghum (Hong gao liang) (1987)
11562.0|Crimes and Misdemeanors (1989)
10496.0|Bats (1999)
16162.0|Best Man, The (1999)
8649.0|Bringing Out the Dead (1999)
31306.0|Crazy in Alabama (1999)
10563.0|Three to Tango (1999)
14484.0|Body Shots (1999)
32043.0|Guardian, The (1990)
15247.0|Ipcress File, The (1965)
29251.0|On Any Sunday (1971)
5548.0|RoboCop (1987)
5549.0|RoboCop 2 (1990)
856.0|Who Framed Roger Rabbit? (1988)
38772.0|Melvin and Howard (1980)
699.0|For Your Eyes Only (1981)
709.0|Licence to Kill (1989)
253.0|Live and Let Die (1973)
13511.0|Rawhead Rex (1986)
660.0|Thunderball (1965)
11377.0|House on Haunted Hill (1999)
26149.0|Music of the Heart (1999)
492.0|Being John Malkovich (1999)
128.0|Princess Mononoke (Mononoke-hime) (1997)
8672.0|My Best Fiend (Mein liebster Feind) (1999)
8056.0|Train of Life (Train de vie) (1998)
2020.0|Bachelor, The (1999)
9481.0|Bone Collector, The (1999)
9008.0|Insider, The (1999)
14242.0|American Movie (1999)
16129.0|Last Night (1998)
11489.0|Rosetta (1999)
28145.0|They Shoot Horses, Don't They? (1969)
18111.0|Bride of Re-Animator (1990)
31361.0|Bustin' Loose (1981)
11223.0|Coma (1978)
16281.0|Creepshow (1982)
16288.0|Creepshow 2 (1987)
1694.0|Re-Animator (1985)
476.0|Drugstore Cowboy (1989)
37094.0|Falling Down (1993)
13555.0|Funhouse, The (1981)
961.0|General, The (1926)
24831.0|Piranha (1978)
25560.0|Taming of the Shrew, The (1967)
21610.0|Nighthawks (1981)
11878.0|Yojimbo (1961)
11510.0|Repossessed (1990)
11234.0|Omega Man, The (1971)
957.0|Spaceballs (1987)
11886.0|Robin Hood (1973)
37853.0|Mister Roberts (1955)
62204.0|Quest for Fire (Guerre du feu, La) (1981)
11040.0|Little Big Man (1970)
21849.0|Face in the Crowd, A (1957)
1621.0|Trading Places (1983)
14035.0|Meatballs (1979)
40771.0|Meatballs Part II (1984)
40772.0|Meatballs III (1987)
40773.0|Meatballs 4 (1992)
11498.0|Dead Again (1991)
11790.0|Peter's Friends (1992)
29371.0|Incredibly True Adventure of Two Girls in Love, The (1995)
47941.0|Under the Rainbow (1981)
21349.0|Anywhere But Here (1999)
1832.0|Dogma (1999)
10047.0|Messenger: The Story of Joan of Arc, The (1999)
10228.0|Pokémon: The First Movie (1998)
47692.0|Felicia's Journey (1999)
18561.0|Oxygen (1999)
144953.0|Where's Marlowe? (1998)
11663.0|Commitments, The (1991)
13485.0|Holiday Inn (1942)
9289.0|Longest Day, The (1962)
9264.0|Poison Ivy (1992)
18222.0|Poison Ivy: New Seduction (1997)
11165.0|Tora! Tora! Tora! (1970)
4203.0|Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
24226.0|Verdict, The (1982)
11379.0|Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)
29154.0|Stand and Deliver (1988)
2039.0|Moonstruck (1987)
77915.0|Sandpiper, The (1965)
